Customer Code Unique|Volume Segment|Preferential Segment|City|Region|SR Tracking Code|Channel|Location type
22461|C|2|City 563|CENTER|215|Channel 1|Location Subtype 1
22526|C|2|City 532|CENTER|215|Channel 1|Location Subtype 1
22596|C|2|City 797|CENTER|217|Channel 1|Location Subtype 1
22964|C|2|City 344|CENTER|212|Channel 1|Location Subtype 1
22966|C|2|City 735|CENTER|214|Channel 1|Location Subtype 1
22970|C|2|City 954|CENTER|219|Channel 1|Location Subtype 1
22971|C|2|City 340|CENTER|220|Channel 1|Location Subtype 1
23064|C|2|City 340|CENTER|212|Channel 1|Location Subtype 1
18026|C|2|City 347|CENTER|215|Channel 1|Location Subtype 1
18032|C|2|City 583|CENTER|215|Channel 1|Location Subtype 1
18034|C|2|City 607|CENTER|215|Channel 1|Location Subtype 1
18037|C|2|City 138|CENTER|215|Channel 1|Location Subtype 1
18047|C|2|City 607|CENTER|215|Channel 1|Location Subtype 1
18725|C|2|City 917|CENTER|220|Channel 1|Location Subtype 1
17810|C|2|City 735|CENTER|214|Channel 1|Location Subtype 1
18328|C|2|City 734|CENTER|217|Channel 1|Location Subtype 1
17815|C|2|City 735|CENTER|214|Channel 1|Location Subtype 1
18054|C|2|City 1024|CENTER|215|Channel 1|Location Subtype 1
18737|C|2|City 890|CENTER|219|Channel 1|Location Subtype 1
18057|C|2|City 966|CENTER|215|Channel 1|Location Subtype 1
18362|C|2|City 288|CENTER|217|Channel 1|Location Subtype 1
18364|C|2|City 470|CENTER|217|Channel 1|Location Subtype 1
18365|C|2|City 353|CENTER|217|Channel 1|Location Subtype 1
18366|C|2|City 242|CENTER|217|Channel 1|Location Subtype 1
18368|C|2|City 735|CENTER|217|Channel 1|Location Subtype 1
18369|C|2|City 396|CENTER|217|Channel 1|Location Subtype 1
18815|C|2|City 954|CENTER|219|Channel 1|Location Subtype 1
19041|C|2|City 943|CENTER|220|Channel 1|Location Subtype 1
19048|C|2|City 340|CENTER|220|Channel 1|Location Subtype 1
23343|C|2|City 677|CENTER|214|Channel 1|Location Subtype 1
23409|C|2|City 880|CENTER|217|Channel 1|Location Subtype 1
23440|C|2|City 991|CENTER|217|Channel 1|Location Subtype 1
26973|C|2|City 954|CENTER|219|Channel 1|Location Subtype 1
26990|C|2|City 47|CENTER|212|Channel 1|Location Subtype 1
26991|C|2|City 131|CENTER|219|Channel 1|Location Subtype 1
27941|C|2|City 753|CENTER|214|Channel 1|Location Subtype 1
29252|C|2|City 947|CENTER|212|Channel 1|Location Subtype 1
4372|C|1|City 877|SOUTH|61|Channel 1|Location Subtype 1
4337|C|1|City 952|SOUTH|61|Channel 1|Location Subtype 1
4606|C|1|City 333|SOUTH|61|Channel 1|Location Subtype 1
4541|C|1|City 853|SOUTH|62|Channel 1|Location Subtype 1
4582|C|1|City 933|SOUTH|61|Channel 1|Location Subtype 1
4475|C|1|City 452|SOUTH|62|Channel 1|Location Subtype 1
4586|C|1|City 541|SOUTH|61|Channel 1|Location Subtype 1
4565|C|1|City 760|SOUTH|61|Channel 1|Location Subtype 1
4523|C|1|City 523|SOUTH|62|Channel 1|Location Subtype 1
4592|C|1|City 955|SOUTH|61|Channel 1|Location Subtype 1
4683|C|1|City 597|SOUTH|61|Channel 1|Location Subtype 1
4521|C|1|City 523|SOUTH|62|Channel 1|Location Subtype 1
13289|C|1|City 523|SOUTH|62|Channel 1|Location Subtype 1
5482|C|1|City 623|SOUTH|59|Channel 1|Location Subtype 1
5011|C|1|City 438|SOUTH|58|Channel 1|Location Subtype 1
5012|C|1|City 438|SOUTH|58|Channel 1|Location Subtype 1
5575|C|1|City 240|SOUTH|59|Channel 1|Location Subtype 1
5593|C|1|City 24|SOUTH|59|Channel 1|Location Subtype 1
4703|C|1|City 898|SOUTH|58|Channel 1|Location Subtype 1
4708|C|1|City 1087|SOUTH|56|Channel 1|Location Subtype 1
4730|C|1|City 191|SOUTH|56|Channel 1|Location Subtype 1
4752|C|1|City 1087|SOUTH|56|Channel 1|Location Subtype 1
4799|C|1|City 122|SOUTH|58|Channel 1|Location Subtype 1
4832|C|1|City 976|SOUTH|56|Channel 1|Location Subtype 1
4718|C|1|City 191|SOUTH|56|Channel 1|Location Subtype 1
4895|C|1|City 974|SOUTH|58|Channel 1|Location Subtype 1
4901|C|1|City 1044|SOUTH|58|Channel 1|Location Subtype 1
4917|C|1|City 346|SOUTH|56|Channel 1|Location Subtype 1
4922|C|1|City 972|SOUTH|58|Channel 1|Location Subtype 1
4930|C|1|City 191|SOUTH|58|Channel 1|Location Subtype 1
4956|C|1|City 727|SOUTH|56|Channel 1|Location Subtype 1
4962|C|1|City 191|SOUTH|58|Channel 1|Location Subtype 1
4982|C|1|City 184|SOUTH|58|Channel 1|Location Subtype 1
5002|C|1|City 241|SOUTH|58|Channel 1|Location Subtype 1
5006|C|1|City 972|SOUTH|58|Channel 1|Location Subtype 1
5009|C|1|City 508|SOUTH|58|Channel 1|Location Subtype 1
5066|C|1|City 241|SOUTH|58|Channel 1|Location Subtype 1
5031|C|1|City 972|SOUTH|58|Channel 1|Location Subtype 1
5035|C|1|City 304|SOUTH|58|Channel 1|Location Subtype 1
5045|C|1|City 819|SOUTH|58|Channel 1|Location Subtype 1
5060|C|1|City 241|SOUTH|58|Channel 1|Location Subtype 1
5070|C|1|City 972|SOUTH|58|Channel 1|Location Subtype 1
5077|C|1|City 508|SOUTH|58|Channel 1|Location Subtype 1
5087|C|1|City 596|SOUTH|58|Channel 1|Location Subtype 1
5096|C|1|City 191|SOUTH|58|Channel 1|Location Subtype 1
5098|C|1|City 1044|SOUTH|58|Channel 1|Location Subtype 1
5100|C|1|City 972|SOUTH|58|Channel 1|Location Subtype 1
5118|C|1|City 304|SOUTH|58|Channel 1|Location Subtype 1
5113|C|1|City 191|SOUTH|58|Channel 1|Location Subtype 1
24028|C|1|City 276|SOUTH|65|Channel 1|Location Subtype 1
24056|C|1|City 1003|SOUTH|65|Channel 1|Location Subtype 1
24879|C|1|City 111|SOUTH|61|Channel 1|Location Subtype 1
23776|C|1|City 1110|SOUTH|64|Channel 1|Location Subtype 1
23793|C|1|City 826|SOUTH|64|Channel 1|Location Subtype 1
23809|C|1|City 1112|SOUTH|64|Channel 1|Location Subtype 1
23822|C|1|City 681|SOUTH|64|Channel 1|Location Subtype 1
23827|C|1|City 895|SOUTH|64|Channel 1|Location Subtype 1
5337|C|1|City 645|SOUTH|57|Channel 1|Location Subtype 1
5470|C|1|City 841|SOUTH|59|Channel 1|Location Subtype 1
4328|C|1|City 877|SOUTH|61|Channel 1|Location Subtype 1
5010|C|1|City 727|SOUTH|56|Channel 1|Location Subtype 1
4952|C|1|City 923|SOUTH|58|Channel 1|Location Subtype 1
4948|C|1|City 438|SOUTH|58|Channel 1|Location Subtype 1
4993|C|1|City 972|SOUTH|58|Channel 1|Location Subtype 1
4577|C|1|City 337|SOUTH|61|Channel 1|Location Subtype 1
4552|C|1|City 702|SOUTH|61|Channel 1|Location Subtype 1
4608|C|1|City 333|SOUTH|61|Channel 1|Location Subtype 1
18836|C|1|City 523|SOUTH|62|Channel 1|Location Subtype 1
21699|C|1|City 523|SOUTH|62|Channel 1|Location Subtype 1
22142|C|1|City 52|SOUTH|61|Channel 1|Location Subtype 1
22169|C|1|City 523|SOUTH|62|Channel 1|Location Subtype 1
22243|C|1|City 372|SOUTH|61|Channel 1|Location Subtype 1
22835|C|1|City 337|SOUTH|61|Channel 1|Location Subtype 1
13628|C|1|City 945|SOUTH|56|Channel 1|Location Subtype 1
14097|C|1|City 191|SOUTH|56|Channel 1|Location Subtype 1
14133|C|1|City 122|SOUTH|58|Channel 1|Location Subtype 1
16392|C|1|City 191|SOUTH|58|Channel 1|Location Subtype 1
19318|C|1|City 191|SOUTH|56|Channel 1|Location Subtype 1
22254|C|1|City 727|SOUTH|56|Channel 1|Location Subtype 1
22691|C|1|City 444|SOUTH|56|Channel 1|Location Subtype 1
23908|C|1|City 346|SOUTH|56|Channel 1|Location Subtype 1
15927|C|1|City 461|SOUTH|57|Channel 1|Location Subtype 1
16306|C|1|City 253|SOUTH|57|Channel 1|Location Subtype 1
20766|C|1|City 210|SOUTH|57|Channel 1|Location Subtype 1
26981|C|1|City 217|SOUTH|57|Channel 1|Location Subtype 1
29138|C|1|City 401|SOUTH|59|Channel 1|Location Subtype 1
23848|C|1|City 681|SOUTH|64|Channel 1|Location Subtype 1
29128|C|1|City 177|SOUTH|56|Channel 1|Location Subtype 1
4510|C|2|City 523|SOUTH|62|Channel 1|Location Subtype 1
4511|C|2|City 523|SOUTH|62|Channel 1|Location Subtype 1
4320|C|2|City 624|SOUTH|62|Channel 1|Location Subtype 1
4560|C|2|City 337|SOUTH|61|Channel 1|Location Subtype 1
4507|C|2|City 523|SOUTH|62|Channel 1|Location Subtype 1
4509|C|2|City 523|SOUTH|62|Channel 1|Location Subtype 1
4514|C|2|City 111|SOUTH|62|Channel 1|Location Subtype 1
5054|C|2|City 438|SOUTH|58|Channel 1|Location Subtype 1
4737|C|2|City 1016|SOUTH|56|Channel 1|Location Subtype 1
4731|C|2|City 1102|SOUTH|56|Channel 1|Location Subtype 1
5625|C|2|City 806|SOUTH|59|Channel 1|Location Subtype 1
23997|C|2|City 362|SOUTH|65|Channel 1|Location Subtype 1
24014|C|2|City 334|SOUTH|65|Channel 1|Location Subtype 1
24025|C|2|City 334|SOUTH|65|Channel 1|Location Subtype 1
24026|C|2|City 1030|SOUTH|65|Channel 1|Location Subtype 1
24038|C|2|City 450|SOUTH|65|Channel 1|Location Subtype 1
23728|C|2|City 569|SOUTH|64|Channel 1|Location Subtype 1
23774|C|2|City 540|SOUTH|64|Channel 1|Location Subtype 1
23786|C|2|City 540|SOUTH|64|Channel 1|Location Subtype 1
23757|C|2|City 657|SOUTH|64|Channel 1|Location Subtype 1
7825|C|2|City 945|SOUTH|56|Channel 1|Location Subtype 1
20307|C|2|City 550|SOUTH|62|Channel 1|Location Subtype 1
20761|C|2|City 586|SOUTH|61|Channel 1|Location Subtype 1
20762|C|2|City 586|SOUTH|61|Channel 1|Location Subtype 1
22943|C|2|City 115|SOUTH|61|Channel 1|Location Subtype 1
16526|C|2|City 191|SOUTH|56|Channel 1|Location Subtype 1
17855|C|2|City 309|SOUTH|59|Channel 1|Location Subtype 1
23007|C|2|City 191|SOUTH|59|Channel 1|Location Subtype 1
24077|C|2|City 595|SOUTH|65|Channel 1|Location Subtype 1
16269|C|2|City 861|SOUTH|64|Channel 1|Location Subtype 1
24085|C|2|City 595|SOUTH|65|Channel 1|Location Subtype 1
23861|C|2|City 235|SOUTH|64|Channel 1|Location Subtype 1
24104|C|2|City 595|SOUTH|65|Channel 1|Location Subtype 1
26516|C|1|City 196|SOUTH|68|Channel 1|Location Subtype 1
26584|C|1|City 341|SOUTH|67|Channel 1|Location Subtype 1
27914|C|1|City 844|SOUTH|67|Channel 1|Location Subtype 1
27997|C|1|City 978|SOUTH|63|Channel 1|Location Subtype 1
24747|C|1|City 1014|SOUTH|63|Channel 1|Location Subtype 1
24762|C|1|City 514|SOUTH|63|Channel 1|Location Subtype 1
24771|C|1|City 778|SOUTH|63|Channel 1|Location Subtype 1
26638|C|1|City 798|SOUTH|63|Channel 1|Location Subtype 1
24626|C|1|City 857|SOUTH|60|Channel 1|Location Subtype 1
11909|C|1|City 159|SOUTH|70|Channel 1|Location Subtype 1
11929|C|1|City 159|SOUTH|70|Channel 1|Location Subtype 1
11940|C|1|City 159|SOUTH|70|Channel 1|Location Subtype 1
11978|C|1|City 159|SOUTH|70|Channel 1|Location Subtype 1
12022|C|1|City 159|SOUTH|70|Channel 1|Location Subtype 1
11534|C|1|City 66|SOUTH|69|Channel 1|Location Subtype 1
11562|C|1|City 1037|SOUTH|68|Channel 1|Location Subtype 1
11582|C|1|City 66|SOUTH|69|Channel 1|Location Subtype 1
11600|C|1|City 192|SOUTH|68|Channel 1|Location Subtype 1
11606|C|1|City 66|SOUTH|69|Channel 1|Location Subtype 1
11610|C|1|City 66|SOUTH|69|Channel 1|Location Subtype 1
11775|C|1|City 332|SOUTH|69|Channel 1|Location Subtype 1
11811|C|1|City 299|SOUTH|69|Channel 1|Location Subtype 1
11830|C|1|City 858|SOUTH|69|Channel 1|Location Subtype 1
11868|C|1|City 225|SOUTH|69|Channel 1|Location Subtype 1
11872|C|1|City 377|SOUTH|69|Channel 1|Location Subtype 1
11896|C|1|City 377|SOUTH|69|Channel 1|Location Subtype 1
12241|C|1|City 296|SOUTH|72|Channel 1|Location Subtype 1
11340|C|1|City 11|SOUTH|67|Channel 1|Location Subtype 1
11351|C|1|City 146|SOUTH|67|Channel 1|Location Subtype 1
11375|C|1|City 341|SOUTH|67|Channel 1|Location Subtype 1
11382|C|1|City 689|SOUTH|67|Channel 1|Location Subtype 1
11390|C|1|City 1048|SOUTH|67|Channel 1|Location Subtype 1
11391|C|1|City 124|SOUTH|67|Channel 1|Location Subtype 1
11392|C|1|City 1056|SOUTH|67|Channel 1|Location Subtype 1
11409|C|1|City 132|SOUTH|67|Channel 1|Location Subtype 1
11425|C|1|City 162|SOUTH|71|Channel 1|Location Subtype 1
11433|C|1|City 11|SOUTH|67|Channel 1|Location Subtype 1
11455|C|1|City 258|SOUTH|67|Channel 1|Location Subtype 1
11480|C|1|City 146|SOUTH|67|Channel 1|Location Subtype 1
11509|C|1|City 977|SOUTH|67|Channel 1|Location Subtype 1
12065|C|1|City 465|SOUTH|67|Channel 1|Location Subtype 1
12068|C|1|City 18|SOUTH|71|Channel 1|Location Subtype 1
12104|C|1|City 423|SOUTH|71|Channel 1|Location Subtype 1
12107|C|1|City 260|SOUTH|71|Channel 1|Location Subtype 1
12134|C|1|City 1094|SOUTH|71|Channel 1|Location Subtype 1
12146|C|1|City 423|SOUTH|71|Channel 1|Location Subtype 1
12168|C|1|City 1094|SOUTH|71|Channel 1|Location Subtype 1
12185|C|1|City 423|SOUTH|71|Channel 1|Location Subtype 1
24830|C|1|City 589|SOUTH|63|Channel 1|Location Subtype 1
11812|C|1|City 299|SOUTH|69|Channel 1|Location Subtype 1
11843|C|1|City 858|SOUTH|69|Channel 1|Location Subtype 1
11867|C|1|City 858|SOUTH|69|Channel 1|Location Subtype 1
11787|C|1|City 76|SOUTH|69|Channel 1|Location Subtype 1
11428|C|1|City 691|SOUTH|67|Channel 1|Location Subtype 1
12072|C|1|City 591|SOUTH|67|Channel 1|Location Subtype 1
11530|C|1|City 196|SOUTH|68|Channel 1|Location Subtype 1
11676|C|1|City 77|SOUTH|68|Channel 1|Location Subtype 1
11636|C|1|City 428|SOUTH|68|Channel 1|Location Subtype 1
24835|C|1|City 476|SOUTH|63|Channel 1|Location Subtype 1
24836|C|1|City 476|SOUTH|63|Channel 1|Location Subtype 1
24839|C|1|City 485|SOUTH|63|Channel 1|Location Subtype 1
24847|C|1|City 1014|SOUTH|63|Channel 1|Location Subtype 1
24848|C|1|City 1014|SOUTH|63|Channel 1|Location Subtype 1
24849|C|1|City 592|SOUTH|63|Channel 1|Location Subtype 1
24696|C|1|City 264|SOUTH|60|Channel 1|Location Subtype 1
24858|C|1|City 212|SOUTH|63|Channel 1|Location Subtype 1
24864|C|1|City 175|SOUTH|63|Channel 1|Location Subtype 1
14612|C|1|City 225|SOUTH|69|Channel 1|Location Subtype 1
14964|C|1|City 751|SOUTH|67|Channel 1|Location Subtype 1
15593|C|1|City 292|SOUTH|67|Channel 1|Location Subtype 1
15849|C|1|City 296|SOUTH|72|Channel 1|Location Subtype 1
16455|C|1|City 1111|SOUTH|67|Channel 1|Location Subtype 1
16473|C|1|City 422|SOUTH|71|Channel 1|Location Subtype 1
16791|C|1|City 299|SOUTH|69|Channel 1|Location Subtype 1
19310|C|1|City 159|SOUTH|70|Channel 1|Location Subtype 1
19314|C|1|City 422|SOUTH|71|Channel 1|Location Subtype 1
19831|C|1|City 225|SOUTH|69|Channel 1|Location Subtype 1
20289|C|1|City 296|SOUTH|72|Channel 1|Location Subtype 1
20527|C|1|City 296|SOUTH|72|Channel 1|Location Subtype 1
20749|C|1|City 296|SOUTH|72|Channel 1|Location Subtype 1
20968|C|1|City 159|SOUTH|70|Channel 1|Location Subtype 1
20969|C|1|City 299|SOUTH|69|Channel 1|Location Subtype 1
21530|C|1|City 296|SOUTH|72|Channel 1|Location Subtype 1
21556|C|1|City 296|SOUTH|72|Channel 1|Location Subtype 1
22746|C|1|City 305|SOUTH|71|Channel 1|Location Subtype 1
22747|C|1|City 296|SOUTH|72|Channel 1|Location Subtype 1
22821|C|1|City 587|SOUTH|67|Channel 1|Location Subtype 1
22956|C|1|City 225|SOUTH|69|Channel 1|Location Subtype 1
23084|C|1|City 104|SOUTH|69|Channel 1|Location Subtype 1
23356|C|1|City 159|SOUTH|70|Channel 1|Location Subtype 1
23459|C|1|City 18|SOUTH|71|Channel 1|Location Subtype 1
25407|C|1|City 212|SOUTH|63|Channel 1|Location Subtype 1
24822|C|2|City 175|SOUTH|63|Channel 1|Location Subtype 1
24823|C|2|City 175|SOUTH|63|Channel 1|Location Subtype 1
24594|C|2|City 63|SOUTH|60|Channel 1|Location Subtype 1
24619|C|2|City 1|SOUTH|60|Channel 1|Location Subtype 1
11993|C|2|City 159|SOUTH|70|Channel 1|Location Subtype 1
11565|C|2|City 192|SOUTH|68|Channel 1|Location Subtype 1
11586|C|2|City 192|SOUTH|68|Channel 1|Location Subtype 1
11601|C|2|City 1037|SOUTH|68|Channel 1|Location Subtype 1
11644|C|2|City 1020|SOUTH|68|Channel 1|Location Subtype 1
11662|C|2|City 222|SOUTH|68|Channel 1|Location Subtype 1
11663|C|2|City 192|SOUTH|68|Channel 1|Location Subtype 1
11667|C|2|City 1037|SOUTH|68|Channel 1|Location Subtype 1
11668|C|2|City 1037|SOUTH|68|Channel 1|Location Subtype 1
11673|C|2|City 1054|SOUTH|68|Channel 1|Location Subtype 1
11693|C|2|City 1037|SOUTH|68|Channel 1|Location Subtype 1
11697|C|2|City 1054|SOUTH|68|Channel 1|Location Subtype 1
11743|C|2|City 192|SOUTH|68|Channel 1|Location Subtype 1
11789|C|2|City 76|SOUTH|69|Channel 1|Location Subtype 1
13085|C|2|City 377|SOUTH|69|Channel 1|Location Subtype 1
11854|C|2|City 377|SOUTH|69|Channel 1|Location Subtype 1
11859|C|2|City 76|SOUTH|69|Channel 1|Location Subtype 1
11893|C|2|City 76|SOUTH|69|Channel 1|Location Subtype 1
11897|C|2|City 299|SOUTH|69|Channel 1|Location Subtype 1
12234|C|2|City 296|SOUTH|72|Channel 1|Location Subtype 1
11504|C|2|City 305|SOUTH|71|Channel 1|Location Subtype 1
12154|C|2|City 976|SOUTH|71|Channel 1|Location Subtype 1
12155|C|2|City 976|SOUTH|71|Channel 1|Location Subtype 1
24749|C|2|City 255|SOUTH|63|Channel 1|Location Subtype 1
11777|C|2|City 299|SOUTH|69|Channel 1|Location Subtype 1
24630|C|2|City 1|SOUTH|60|Channel 1|Location Subtype 1
12073|C|2|City 884|SOUTH|67|Channel 1|Location Subtype 1
12147|C|2|City 1094|SOUTH|71|Channel 1|Location Subtype 1
11595|C|2|City 192|SOUTH|68|Channel 1|Location Subtype 1
11618|C|2|City 457|SOUTH|68|Channel 1|Location Subtype 1
24883|C|2|City 485|SOUTH|63|Channel 1|Location Subtype 1
26640|C|2|City 25|SOUTH|63|Channel 1|Location Subtype 1
24862|C|2|City 976|SOUTH|63|Channel 1|Location Subtype 1
24712|C|2|City 63|SOUTH|60|Channel 1|Location Subtype 1
24714|C|2|City 505|SOUTH|60|Channel 1|Location Subtype 1
14611|C|2|City 225|SOUTH|69|Channel 1|Location Subtype 1
16283|C|2|City 196|SOUTH|68|Channel 1|Location Subtype 1
16294|C|2|City 976|SOUTH|71|Channel 1|Location Subtype 1
16790|C|2|City 225|SOUTH|69|Channel 1|Location Subtype 1
19209|C|2|City 296|SOUTH|72|Channel 1|Location Subtype 1
19211|C|2|City 66|SOUTH|69|Channel 1|Location Subtype 1
19323|C|2|City 296|SOUTH|72|Channel 1|Location Subtype 1
20503|C|2|City 296|SOUTH|72|Channel 1|Location Subtype 1
20504|C|2|City 296|SOUTH|72|Channel 1|Location Subtype 1
20509|C|2|City 225|SOUTH|69|Channel 1|Location Subtype 1
21611|C|2|City 296|SOUTH|72|Channel 1|Location Subtype 1
23065|C|2|City 76|SOUTH|69|Channel 1|Location Subtype 1
5901|C|1|City 56|NORTH|54|Channel 1|Location Subtype 1
6242|C|1|City 632|NORTH|52|Channel 1|Location Subtype 1
5855|C|1|City 417|NORTH|52|Channel 1|Location Subtype 1
6677|C|1|City 824|NORTH|41|Channel 1|Location Subtype 1
6754|C|1|City 480|NORTH|42|Channel 1|Location Subtype 1
8890|C|1|City 665|NORTH|38|Channel 1|Location Subtype 1
8886|C|1|City 665|NORTH|38|Channel 1|Location Subtype 1
27034|C|1|City 941|NORTH|50|Channel 1|Location Subtype 1
27065|C|1|City 941|NORTH|50|Channel 1|Location Subtype 1
27069|C|1|City 926|NORTH|50|Channel 1|Location Subtype 1
27257|C|1|City 941|NORTH|50|Channel 1|Location Subtype 1
27170|C|1|City 140|NORTH|49|Channel 1|Location Subtype 1
27186|C|1|City 900|NORTH|50|Channel 1|Location Subtype 1
27329|C|1|City 941|NORTH|49|Channel 1|Location Subtype 1
27349|C|1|City 846|NORTH|50|Channel 1|Location Subtype 1
22024|C|1|City 279|NORTH|44|Channel 1|Location Subtype 1
22027|C|1|City 279|NORTH|44|Channel 1|Location Subtype 1
21914|C|1|City 237|NORTH|47|Channel 1|Location Subtype 1
22059|C|1|City 1028|NORTH|47|Channel 1|Location Subtype 1
21924|C|1|City 891|NORTH|47|Channel 1|Location Subtype 1
21925|C|1|City 891|NORTH|47|Channel 1|Location Subtype 1
21870|C|1|City 937|NORTH|44|Channel 1|Location Subtype 1
21977|C|1|City 237|NORTH|47|Channel 1|Location Subtype 1
21965|C|1|City 916|NORTH|47|Channel 1|Location Subtype 1
21966|C|1|City 556|NORTH|47|Channel 1|Location Subtype 1
6641|C|1|City 310|NORTH|41|Channel 1|Location Subtype 1
6686|C|1|City 704|NORTH|42|Channel 1|Location Subtype 1
6688|C|1|City 373|NORTH|42|Channel 1|Location Subtype 1
6690|C|1|City 411|NORTH|42|Channel 1|Location Subtype 1
27484|C|1|City 941|NORTH|50|Channel 1|Location Subtype 1
27448|C|1|City 941|NORTH|49|Channel 1|Location Subtype 1
8807|C|1|City 656|NORTH|36|Channel 1|Location Subtype 1
20094|C|1|City 666|NORTH|227|Channel 1|Location Subtype 1
26829|C|1|City 496|NORTH|35|Channel 1|Location Subtype 1
27003|C|1|City 307|NORTH|35|Channel 1|Location Subtype 1
29108|C|1|City 414|NORTH|34|Channel 1|Location Subtype 1
29246|C|1|City 1059|NORTH|33|Channel 1|Location Subtype 1
29247|C|1|City 123|NORTH|35|Channel 1|Location Subtype 1
25183|C|1|City 56|NORTH|54|Channel 1|Location Subtype 1
26880|C|1|City 56|NORTH|54|Channel 1|Location Subtype 1
27890|C|1|City 475|NORTH|51|Channel 1|Location Subtype 1
29177|C|1|City 56|NORTH|41|Channel 1|Location Subtype 1
27565|C|1|City 1064|NORTH|49|Channel 1|Location Subtype 1
22108|C|1|City 543|NORTH|47|Channel 1|Location Subtype 1
27718|C|1|City 1066|NORTH|50|Channel 1|Location Subtype 1
27720|C|1|City 941|NORTH|50|Channel 1|Location Subtype 1
27723|C|1|City 450|NORTH|49|Channel 1|Location Subtype 1
27746|C|1|City 1106|NORTH|50|Channel 1|Location Subtype 1
27790|C|1|City 941|NORTH|50|Channel 1|Location Subtype 1
27794|C|1|City 1083|NORTH|49|Channel 1|Location Subtype 1
29221|C|1|City 941|NORTH|50|Channel 1|Location Subtype 1
23451|C|1|City 664|NORTH|47|Channel 1|Location Subtype 1
26895|C|1|City 204|NORTH|45|Channel 1|Location Subtype 1
27977|C|1|City 735|NORTH|44|Channel 1|Location Subtype 1
27978|C|1|City 937|NORTH|44|Channel 1|Location Subtype 1
6780|C|2|City 278|NORTH|42|Channel 1|Location Subtype 1
27045|C|2|City 941|NORTH|50|Channel 1|Location Subtype 1
27017|C|2|City 1058|NORTH|49|Channel 1|Location Subtype 1
27126|C|2|City 415|NORTH|50|Channel 1|Location Subtype 1
27144|C|2|City 316|NORTH|50|Channel 1|Location Subtype 1
27256|C|2|City 941|NORTH|50|Channel 1|Location Subtype 1
27264|C|2|City 1106|NORTH|50|Channel 1|Location Subtype 1
27265|C|2|City 941|NORTH|50|Channel 1|Location Subtype 1
27184|C|2|City 140|NORTH|49|Channel 1|Location Subtype 1
27252|C|2|City 941|NORTH|49|Channel 1|Location Subtype 1
27348|C|2|City 331|NORTH|50|Channel 1|Location Subtype 1
21987|C|2|City 279|NORTH|44|Channel 1|Location Subtype 1
21995|C|2|City 279|NORTH|44|Channel 1|Location Subtype 1
21887|C|2|City 834|NORTH|44|Channel 1|Location Subtype 1
21947|C|2|City 802|NORTH|47|Channel 1|Location Subtype 1
21894|C|2|City 937|NORTH|44|Channel 1|Location Subtype 1
22034|C|2|City 971|NORTH|44|Channel 1|Location Subtype 1
22061|C|2|City 916|NORTH|47|Channel 1|Location Subtype 1
22044|C|2|City 237|NORTH|47|Channel 1|Location Subtype 1
21903|C|2|City 937|NORTH|44|Channel 1|Location Subtype 1
21963|C|2|City 556|NORTH|47|Channel 1|Location Subtype 1
21929|C|2|City 12|NORTH|47|Channel 1|Location Subtype 1
27453|C|2|City 941|NORTH|50|Channel 1|Location Subtype 1
27445|C|2|City 1058|NORTH|49|Channel 1|Location Subtype 1
27554|C|2|City 415|NORTH|50|Channel 1|Location Subtype 1
22998|C|2|City 443|NORTH|52|Channel 1|Location Subtype 1
22073|C|2|City 232|NORTH|44|Channel 1|Location Subtype 1
27640|C|2|City 814|NORTH|50|Channel 1|Location Subtype 1
27667|C|2|City 846|NORTH|50|Channel 1|Location Subtype 1
27703|C|2|City 1088|NORTH|50|Channel 1|Location Subtype 1
27751|C|2|City 1073|NORTH|49|Channel 1|Location Subtype 1
27752|C|2|City 994|NORTH|49|Channel 1|Location Subtype 1
27753|C|2|City 1103|NORTH|49|Channel 1|Location Subtype 1
27754|C|2|City 1064|NORTH|49|Channel 1|Location Subtype 1
27755|C|2|City 724|NORTH|49|Channel 1|Location Subtype 1
27756|C|2|City 1026|NORTH|49|Channel 1|Location Subtype 1
27757|C|2|City 16|NORTH|49|Channel 1|Location Subtype 1
27758|C|2|City 450|NORTH|49|Channel 1|Location Subtype 1
27759|C|2|City 887|NORTH|49|Channel 1|Location Subtype 1
27760|C|2|City 80|NORTH|49|Channel 1|Location Subtype 1
27765|C|2|City 707|NORTH|49|Channel 1|Location Subtype 1
27793|C|2|City 251|NORTH|49|Channel 1|Location Subtype 1
27805|C|2|City 941|NORTH|50|Channel 1|Location Subtype 1
29188|C|2|City 493|NORTH|50|Channel 1|Location Subtype 1
29196|C|2|City 356|NORTH|49|Channel 1|Location Subtype 1
25401|C|2|City 814|NORTH|43|Channel 1|Location Subtype 1
5757|C|1|City 516|NORTH|52|Channel 1|Location Subtype 1
5784|C|1|City 14|NORTH|52|Channel 1|Location Subtype 1
5937|C|1|City 56|NORTH|54|Channel 1|Location Subtype 1
5886|C|1|City 56|NORTH|54|Channel 1|Location Subtype 1
6938|C|1|City 56|NORTH|51|Channel 1|Location Subtype 1
6017|C|1|City 265|NORTH|39|Channel 1|Location Subtype 1
6369|C|1|City 697|NORTH|40|Channel 1|Location Subtype 1
6407|C|1|City 630|NORTH|40|Channel 1|Location Subtype 1
6600|C|1|City 454|NORTH|41|Channel 1|Location Subtype 1
6805|C|1|City 765|NORTH|42|Channel 1|Location Subtype 1
6473|C|1|City 521|NORTH|40|Channel 1|Location Subtype 1
